time_ns,radius_nm,energy_J
0.0,29.714821693921145,5.02091002709257e-16
5000000.0,29.699688282573465,5.014097450416041e-16
10000000.0,29.68976269123782,5.014097358466933e-16
15000000.000000002,29.67936398575625,5.014097258240588e-16
20000000.0,29.668469025199123,5.014097148223408e-16
25000000.0,29.657050894836644,5.014097027382318e-16
30000000.000000004,29.64508113477028,5.014096894587304e-16
35000000.0,29.632529881636888,5.014096748590249e-16
40000000.0,29.61936580305367,5.014096588012466e-16
45000000.00000001,29.60555603567934,5.014096411330553e-16
50000000.0,29.591066148657152,5.014096216863598e-16
55000000.0,29.57586013595135,5.014096002758418e-16
60000000.00000001,29.559900440548024,5.014095766977947e-16
65000000.0,29.54314801497764,5.014095507286037e-16
70000000.0,29.525562422516572,5.014095221235053e-16
75000000.0,29.50710198773517,5.01409490615556e-16
80000000.0,29.487724004673748,5.014094559147015e-16
85000000.0,29.467385007515826,5.014094177073163e-16
90000000.00000001,29.446041116761155,5.014093756561961e-16
95000000.0,29.42364846434843,5.01409329401146e-16
100000000.0,29.400163704574677,5.014092785604448e-16
105000000.00000001,29.375544608832328,5.014092227329291e-16
110000000.0,29.34975074148156,5.014091615014765e-16
115000000.0,29.322744208440604,5.014090944378739e-16
120000000.00000001,29.294490456629006,5.014090211083145e-16
125000000.0,29.264959092276,5.014089410802045e-16
130000000.0,29.23412468041985,5.014088539302125e-16
135000000.0,29.2019674737361,5.014087592530221e-16
140000000.0,29.16847400923786,5.014086566699611e-16
145000000.00000003,29.133637511657852,5.014085458372892e-16
150000000.0,29.097458036484678,5.014084264534489e-16
155000000.0,29.059942296917868,5.014082982639922e-16
160000000.0,29.02110313213156,5.014081610640755e-16
165000000.0,28.980958594273897,5.014080146971116e-16
170000000.0,28.939530655795856,5.014078590498751e-16
175000000.00000003,28.896843565238633,5.014076940430364e-16
180000000.00000003,28.852921900775268,5.014075196177393e-16
185000000.0,28.80778838485814,5.01407335718089e-16
190000000.0,28.761461533426733,5.014071422706146e-16
195000000.0,28.713953207510627,5.014069391598989e-16
200000000.0,28.665266120251328,5.014067262023173e-16
205000000.00000003,28.615391343505276,5.014065031169623e-16
210000000.00000003,28.56430582845457,5.014062694940712e-16
215000000.0,28.511969941102922,5.014060247606656e-16
220000000.0,28.458324994753056,5.014057681428417e-16
225000000.0,28.403290743802955,5.014054986232567e-16
230000000.0,28.346762818971726,5.014052148934299e-16
235000000.0,28.28861008110127,5.014049152974781e-16
240000000.00000003,28.228671908516006,5.014045977671021e-16
245000000.00000003,28.16675549580325,5.014042597457713e-16
250000000.0,28.102633355021524,5.01403898102523e-16
255000000.0,28.03604136873355,5.014035090349917e-16
260000000.0,27.966678027288687,5.014030879696445e-16
265000000.0,27.89420585872826,5.014026294717974e-16
270000000.0,27.818256554442858,5.014021271937853e-16
275000000.0,27.7384418666544,5.01401573903337e-16
280000000.0,27.654372667183175,5.0140096166164305e-16
285000000.00000006,27.565688150382673,5.014002822273856e-16
290000000.00000006,27.472095245082002,5.013995277581209e-16
295000000.00000006,27.373413859432006,5.013986917866399e-16
300000000.0,27.269616784931827,5.013977702930666e-16
305000000.0,27.160846967221985,5.013967624770126e-16
310000000.0,27.047394935133262,5.013956707509253e-16
315000000.0,26.929630385104932,5.013944996753367e-16
320000000.0,26.807901017108005,5.013932540191318e-16
325000000.0,26.682426071629237,5.01391936500506e-16
330000000.0,26.553210509370306,5.013905457672114e-16
335000000.0,26.41999122785029,5.013890748361384e-16
340000000.0,26.282212258158847,5.013875098898465e-16
345000000.0,26.13902236880966,5.013858292524873e-16
350000000.00000006,25.98929845987833,5.013840026543692e-16
355000000.00000006,25.831718451659253,5.013819915284468e-16
360000000.00000006,25.664929048131402,5.013797521092958e-16
365000000.0,25.487849190747884,5.013772436941866e-16
370000000.0,25.30006300710663,5.013744421994432e-16
375000000.0,25.10206474671517,5.013713516458089e-16
380000000.0,24.895012101635956,5.013679998216725e-16
385000000.0,24.679946186097546,5.013644141070582e-16
390000000.0,24.456935150521584,5.013605924036742e-16
395000000.0,24.224615104744696,5.013564843205635e-16
400000000.0,23.98024660784351,5.013519855223562e-16
405000000.0,23.720353183552,5.013469508530019e-16
410000000.00000006,23.442168335169214,5.013412459186793e-16
415000000.00000006,23.1454885844551,5.013348352260943e-16
420000000.00000006,22.83271681418691,5.013278043888337e-16
425000000.00000006,22.50550688180036,5.01320216714236e-16
430000000.0,22.161298429477455,5.013119464077525e-16
435000000.0,21.793591934613346,5.013026624363909e-16
440000000.0,21.39630499451418,5.01292011868668e-16
445000000.0,20.969630013279684,5.012799607744051e-16
450000000.0,20.51731272476908,5.012666997833358e-16
455000000.0,20.034797070662602,5.012519538563898e-16
460000000.0,19.50906361520818,5.012348875737655e-16
465000000.0,18.93553330427775,5.01215140701165e-16
470000000.0,18.3179735212503,5.011929587251041e-16
475000000.00000006,17.640001366638437,5.011671659639244e-16
480000000.00000006,16.885994167976587,5.011365387373425e-16
485000000.00000006,16.053768236513424,5.011009544835874e-16
490000000.00000006,15.107994998328053,5.010575016667112e-16
495000000.00000006,14.030460888612703,5.010047913691389e-16
500000000.0,12.760667306869676,5.009375577119889e-16
